Mod:Item:MetaData, Localized Name
chiselsandbits:block_bit:0, Chiseled Bit - Thickened Glass
chiselsandbits:block_bit:0, Chiseled Bit - Thickened Glass (Bordered)
chiselsandbits:block_bit:0, Chiseled Bit - Thickened Glass (Patterned)
chiselsandbits:block_bit:0, Chiseled Bit - Dark Glass
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Glass
chiselsandbits:block_bit:0, Chiseled Bit - Redstone Glass
chiselsandbits:block_bit:0, Chiseled Bit - Block of Enchanted Metal
chiselsandbits:block_bit:0, Chiseled Bit - Block of Demon Metal
chiselsandbits:block_bit:0, Chiseled Bit - Block of Evil Infused Iron
chiselsandbits:block_bit:0, Chiseled Bit - Reinforced Stone
chiselsandbits:block_bit:0, Chiseled Bit - Reinforced Stone Brick
chiselsandbits:block_bit:0, Chiseled Bit - Reinforced Dirt
chiselsandbits:block_bit:0, Chiseled Bit - Reinforced Dirt Brick
chiselsandbits:block_bit:0, Chiseled Bit - Stable Stone
chiselsandbits:block_bit:0, Chiseled Bit - Rimmed Stable Stone
chiselsandbits:block_bit:0, Chiseled Bit - Rimmed Black Stable Stone
chiselsandbits:block_bit:0, Chiseled Bit - Black Stable Stone
chiselsandbits:block_bit:0, Chiseled Bit - Black Rimmed Stable Stone
chiselsandbits:block_bit:0, Chiseled Bit - Black Rimmed Black Stable Stone
chiselsandbits:block_bit:0, Chiseled Bit - Blue Stable Stone
chiselsandbits:block_bit:0, Chiseled Bit - Blue Rimmed Stable Stone
chiselsandbits:block_bit:0, Chiseled Bit - Blue Rimmed Black Stable Stone
chiselsandbits:block_bit:0, Chiseled Bit - Brown Stable Stone
chiselsandbits:block_bit:0, Chiseled Bit - Brown Rimmed Stable Stone
chiselsandbits:block_bit:0, Chiseled Bit - Brown Rimmed Black Stable Stone
chiselsandbits:block_bit:0, Chiseled Bit - Cyan Stable Stone
chiselsandbits:block_bit:0, Chiseled Bit - Cyan Rimmed Stable Stone
chiselsandbits:block_bit:0, Chiseled Bit - Cyan Rimmed Black Stable Stone
chiselsandbits:block_bit:0, Chiseled Bit - Green Stable Stone
chiselsandbits:block_bit:0, Chiseled Bit - Green Rimmed Stable Stone
chiselsandbits:block_bit:0, Chiseled Bit - Green Rimmed Black Stable Stone
chiselsandbits:block_bit:0, Chiseled Bit - Light Blue Stable Stone
chiselsandbits:block_bit:0, Chiseled Bit - Light Blue Rimmed Stable Stone
chiselsandbits:block_bit:0, Chiseled Bit - Light Blue Rimmed Black Stable Stone
chiselsandbits:block_bit:0, Chiseled Bit - Light Stable Stone
chiselsandbits:block_bit:0, Chiseled Bit - Light Rimmed Stable Stone
chiselsandbits:block_bit:0, Chiseled Bit - Light Rimmed Black Stable Stone
chiselsandbits:block_bit:0, Chiseled Bit - Lime Stable Stone
chiselsandbits:block_bit:0, Chiseled Bit - Lime Rimmed Stable Stone
chiselsandbits:block_bit:0, Chiseled Bit - Lime Rimmed Black Stable Stone
chiselsandbits:block_bit:0, Chiseled Bit - Magenta Stable Stone
chiselsandbits:block_bit:0, Chiseled Bit - Magenta Rimmed Stable Stone
chiselsandbits:block_bit:0, Chiseled Bit - Magenta Rimmed Black Stable Stone
chiselsandbits:block_bit:0, Chiseled Bit - Orange Stable Stone
chiselsandbits:block_bit:0, Chiseled Bit - Orange Rimmed Stable Stone
chiselsandbits:block_bit:0, Chiseled Bit - Orange Rimmed Black Stable Stone
chiselsandbits:block_bit:0, Chiseled Bit - Pink Stable Stone
chiselsandbits:block_bit:0, Chiseled Bit - Pink Rimmed Stable Stone
chiselsandbits:block_bit:0, Chiseled Bit - Pink Rimmed Black Stable Stone
chiselsandbits:block_bit:0, Chiseled Bit - Plain Stable Stone
chiselsandbits:block_bit:0, Chiseled Bit - Plain Rimmed Stable Stone
chiselsandbits:block_bit:0, Chiseled Bit - Plain Rimmed Black Stable Stone
chiselsandbits:block_bit:0, Chiseled Bit - Purple Stable Stone
chiselsandbits:block_bit:0, Chiseled Bit - Purple Rimmed Stable Stone
chiselsandbits:block_bit:0, Chiseled Bit - Purple Rimmed Black Stable Stone
chiselsandbits:block_bit:0, Chiseled Bit - Red Stable Stone
chiselsandbits:block_bit:0, Chiseled Bit - Red Rimmed Stable Stone
chiselsandbits:block_bit:0, Chiseled Bit - Red Rimmed Black Stable Stone
chiselsandbits:block_bit:0, Chiseled Bit - Yellow Stable Stone
chiselsandbits:block_bit:0, Chiseled Bit - Yellow Rimmed Stable Stone
chiselsandbits:block_bit:0, Chiseled Bit - Yellow Rimmed Black  Stable Stone
chiselsandbits:block_bit:0, Chiseled Bit - Flux Block
chiselsandbits:block_bit:0, Chiseled Bit - Copper Ore
chiselsandbits:block_bit:0, Chiseled Bit - Tin Ore
chiselsandbits:block_bit:0, Chiseled Bit - Copper Ore
chiselsandbits:block_bit:0, Chiseled Bit - Iron Ore
chiselsandbits:block_bit:0, Chiseled Bit - Mars Cobblestone
chiselsandbits:block_bit:0, Chiseled Bit - Mars Fine Regolith
chiselsandbits:block_bit:0, Chiseled Bit - Mars Regolith
chiselsandbits:block_bit:0, Chiseled Bit - Mars Dungeon Brick
chiselsandbits:block_bit:0, Chiseled Bit - Block of Desh
chiselsandbits:block_bit:0, Chiseled Bit - Mars Cobblestone
chiselsandbits:block_bit:0, Chiseled Bit - Asteroid Rock
chiselsandbits:block_bit:0, Chiseled Bit - Asteroid Rock
chiselsandbits:block_bit:0, Chiseled Bit - Asteroid Rock
chiselsandbits:block_bit:0, Chiseled Bit - Aluminum Ore
chiselsandbits:block_bit:0, Chiseled Bit - Asteroid Rock
chiselsandbits:block_bit:0, Chiseled Bit - Iron Ore
chiselsandbits:block_bit:0, Chiseled Bit - Dark Decoration Block
chiselsandbits:block_bit:0, Chiseled Bit - Titanium Block
chiselsandbits:block_bit:0, Chiseled Bit - Venus Soft Rock
chiselsandbits:block_bit:0, Chiseled Bit - Venus Hard Rock
chiselsandbits:block_bit:0, Chiseled Bit - Venus Volcanic Rock
chiselsandbits:block_bit:0, Chiseled Bit - Pumice
chiselsandbits:block_bit:0, Chiseled Bit - Venus Dungeon Brick I
chiselsandbits:block_bit:0, Chiseled Bit - Venus Dungeon Brick II
chiselsandbits:block_bit:0, Chiseled Bit - Aluminum Ore
chiselsandbits:block_bit:0, Chiseled Bit - Copper Ore
chiselsandbits:block_bit:0, Chiseled Bit - Galena Ore
chiselsandbits:block_bit:0, Chiseled Bit - Venus Soft Rock
chiselsandbits:block_bit:0, Chiseled Bit - Venus Volcanic Rock
chiselsandbits:block_bit:0, Chiseled Bit - Tin Ore
chiselsandbits:block_bit:0, Chiseled Bit - Lead Block
chiselsandbits:block_bit:0, Chiseled Bit - Covered Dirt
chiselsandbits:block_bit:0, Chiseled Bit - Oily Dirt
chiselsandbits:block_bit:0, Chiseled Bit - Resin Dirt
chiselsandbits:block_bit:0, Chiseled Bit - Violet Dirt
chiselsandbits:block_bit:0, Chiseled Bit - Lime Dirt
chiselsandbits:block_bit:0, Chiseled Bit - Cloud Block
chiselsandbits:block_bit:0, Chiseled Bit - Sand Block
chiselsandbits:block_bit:0, Chiseled Bit - Stone Block
chiselsandbits:block_bit:0, Chiseled Bit - Copper Ore
chiselsandbits:block_bit:0, Chiseled Bit - Tin Ore
chiselsandbits:block_bit:0, Chiseled Bit - Lead Ore
chiselsandbits:block_bit:0, Chiseled Bit - Thorium Ore
chiselsandbits:block_bit:0, Chiseled Bit - Uranium Ore
chiselsandbits:block_bit:0, Chiseled Bit - Boron Ore
chiselsandbits:block_bit:0, Chiseled Bit - Lithium Ore
chiselsandbits:block_bit:0, Chiseled Bit - Magnesium Ore
chiselsandbits:block_bit:0, Chiseled Bit - Copper Block
chiselsandbits:block_bit:0, Chiseled Bit - Tin Block
chiselsandbits:block_bit:0, Chiseled Bit - Lead Block
chiselsandbits:block_bit:0, Chiseled Bit - Thorium Block
chiselsandbits:block_bit:0, Chiseled Bit - Uranium Block
chiselsandbits:block_bit:0, Chiseled Bit - Boron Block
chiselsandbits:block_bit:0, Chiseled Bit - Lithium Block
chiselsandbits:block_bit:0, Chiseled Bit - Magnesium Block
chiselsandbits:block_bit:0, Chiseled Bit - Graphite Block
chiselsandbits:block_bit:0, Chiseled Bit - Beryllium Block
chiselsandbits:block_bit:0, Chiseled Bit - Zirconium Block
chiselsandbits:block_bit:0, Chiseled Bit - Reactor Casing
chiselsandbits:block_bit:0, Chiseled Bit - Blast Block
chiselsandbits:block_bit:0, Chiseled Bit - Empty Cooler
chiselsandbits:block_bit:0, Chiseled Bit - Water Cooler
chiselsandbits:block_bit:0, Chiseled Bit - Redstone Cooler
chiselsandbits:block_bit:0, Chiseled Bit - Quartz Cooler
chiselsandbits:block_bit:0, Chiseled Bit - Gold Cooler
chiselsandbits:block_bit:0, Chiseled Bit - Glowstone Cooler
chiselsandbits:block_bit:0, Chiseled Bit - Lapis Cooler
chiselsandbits:block_bit:0, Chiseled Bit - Diamond Cooler
chiselsandbits:block_bit:0, Chiseled Bit - Liquid Helium Cooler
chiselsandbits:block_bit:0, Chiseled Bit - Enderium Cooler
chiselsandbits:block_bit:0, Chiseled Bit - Cryotheum Cooler
chiselsandbits:block_bit:0, Chiseled Bit - Depleted Thorium Block
chiselsandbits:block_bit:0, Chiseled Bit - Depleted Uranium Block
chiselsandbits:block_bit:0, Chiseled Bit - Fusion Connector
chiselsandbits:block_bit:0, Chiseled Bit - Elevator
chiselsandbits:block_bit:0, Chiseled Bit - Elevator
chiselsandbits:block_bit:0, Chiseled Bit - Elevator
chiselsandbits:block_bit:0, Chiseled Bit - Elevator
chiselsandbits:block_bit:0, Chiseled Bit - Elevator
chiselsandbits:block_bit:0, Chiseled Bit - Elevator
chiselsandbits:block_bit:0, Chiseled Bit - Elevator
chiselsandbits:block_bit:0, Chiseled Bit - Elevator
chiselsandbits:block_bit:0, Chiseled Bit - Elevator
chiselsandbits:block_bit:0, Chiseled Bit - Elevator
chiselsandbits:block_bit:0, Chiseled Bit - Elevator
chiselsandbits:block_bit:0, Chiseled Bit - Elevator
chiselsandbits:block_bit:0, Chiseled Bit - Elevator
chiselsandbits:block_bit:0, Chiseled Bit - Elevator
chiselsandbits:block_bit:0, Chiseled Bit - Elevator
chiselsandbits:block_bit:0, Chiseled Bit - Elevator
chiselsandbits:block_bit:0, Chiseled Bit - Sponge
chiselsandbits:block_bit:0, Chiseled Bit - Dark Matter Block
chiselsandbits:block_bit:0, Chiseled Bit - Red Matter Block
chiselsandbits:block_bit:0, Chiseled Bit - Alchemical Coal Block
chiselsandbits:block_bit:0, Chiseled Bit - Mobius Fuel Block
chiselsandbits:block_bit:0, Chiseled Bit - Aeternalis Fuel Block
chiselsandbits:block_bit:0, Chiseled Bit - Grout
chiselsandbits:block_bit:0, Chiseled Bit - Green Slimy Mud
chiselsandbits:block_bit:0, Chiseled Bit - Blue Slimy Mud
chiselsandbits:block_bit:0, Chiseled Bit - Graveyard Soil
chiselsandbits:block_bit:0, Chiseled Bit - Consecrated Soil
chiselsandbits:block_bit:0, Chiseled Bit - Slimy Magma Mud
chiselsandbits:block_bit:0, Chiseled Bit - Congealed Green Slime Block
chiselsandbits:block_bit:0, Chiseled Bit - Congealed Blue Slime Block
chiselsandbits:block_bit:0, Chiseled Bit - Congealed Purple Slime Block
chiselsandbits:block_bit:0, Chiseled Bit - Congealed Blood Slime Block
chiselsandbits:block_bit:0, Chiseled Bit - Congealed Magma Slime Block
chiselsandbits:block_bit:0, Chiseled Bit - Cobalt Ore
chiselsandbits:block_bit:0, Chiseled Bit - Ardite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Lavawood
chiselsandbits:block_bit:0, Chiseled Bit - Firewood
chiselsandbits:block_bit:0, Chiseled Bit - Mud Bricks
chiselsandbits:block_bit:0, Chiseled Bit - Block of Cobalt
chiselsandbits:block_bit:0, Chiseled Bit - Block of Ardite
chiselsandbits:block_bit:0, Chiseled Bit - Block of Manyullyn
chiselsandbits:block_bit:0, Chiseled Bit - Block of Knightslime
chiselsandbits:block_bit:0, Chiseled Bit - Block of Pigiron
chiselsandbits:block_bit:0, Chiseled Bit - Block of Aluminum Brass
chiselsandbits:block_bit:0, Chiseled Bit - Silky Block of Jewel
chiselsandbits:block_bit:0, Chiseled Bit - Green Slimy Dirt
chiselsandbits:block_bit:0, Chiseled Bit - Blue Slimy Dirt
chiselsandbits:block_bit:0, Chiseled Bit - Purple Slimy Dirt
chiselsandbits:block_bit:0, Chiseled Bit - Magma Slimy Dirt
chiselsandbits:block_bit:0, Chiseled Bit - Dried Clay
chiselsandbits:block_bit:0, Chiseled Bit - Dried Bricks
chiselsandbits:block_bit:0, Chiseled Bit - Smooth Brownstone
chiselsandbits:block_bit:0, Chiseled Bit - Rough Brownstone
chiselsandbits:block_bit:0, Chiseled Bit - Brownstone Paver
chiselsandbits:block_bit:0, Chiseled Bit - Brownstone Bricks
chiselsandbits:block_bit:0, Chiseled Bit - Cracked Brownstone Bricks
chiselsandbits:block_bit:0, Chiseled Bit - Fancy Brownstone Bricks
chiselsandbits:block_bit:0, Chiseled Bit - Square Brownstone Bricks
chiselsandbits:block_bit:0, Chiseled Bit - Brownstone Road
chiselsandbits:block_bit:0, Chiseled Bit - Brownstone Creeperface
chiselsandbits:block_bit:0, Chiseled Bit - Triangle Brownstone Bricks
chiselsandbits:block_bit:0, Chiseled Bit - Small Brownstone Bricks
chiselsandbits:block_bit:0, Chiseled Bit - Brownstone Tiles
chiselsandbits:block_bit:0, Chiseled Bit - Well
chiselsandbits:block_bit:0, Chiseled Bit - Beehive
chiselsandbits:block_bit:0, Chiseled Bit - Honey Block
chiselsandbits:block_bit:0, Chiseled Bit - Honeycomb Block
chiselsandbits:block_bit:0, Chiseled Bit - Pressed Wax Block
chiselsandbits:block_bit:0, Chiseled Bit - Waxcomb Block
chiselsandbits:block_bit:0, Chiseled Bit - Ruby Ore
chiselsandbits:block_bit:0, Chiseled Bit - Sapphire Ore
chiselsandbits:block_bit:0, Chiseled Bit - Peridot Ore
chiselsandbits:block_bit:0, Chiseled Bit - Copper Ore
chiselsandbits:block_bit:0, Chiseled Bit - Tin Ore
chiselsandbits:block_bit:0, Chiseled Bit - Silver Ore
chiselsandbits:block_bit:0, Chiseled Bit - Electrotine Ore
chiselsandbits:block_bit:0, Chiseled Bit - Marble
chiselsandbits:block_bit:0, Chiseled Bit - Marble Brick
chiselsandbits:block_bit:0, Chiseled Bit - Basalt Cobblestone
chiselsandbits:block_bit:0, Chiseled Bit - Basalt
chiselsandbits:block_bit:0, Chiseled Bit - Basalt Brick
chiselsandbits:block_bit:0, Chiseled Bit - Block of Ruby
chiselsandbits:block_bit:0, Chiseled Bit - Block of Sapphire
chiselsandbits:block_bit:0, Chiseled Bit - Block of Peridot
chiselsandbits:block_bit:0, Chiseled Bit - Block of Copper
chiselsandbits:block_bit:0, Chiseled Bit - Block of Tin
chiselsandbits:block_bit:0, Chiseled Bit - Block of Silver
chiselsandbits:block_bit:0, Chiseled Bit - Block of Electrotine
chiselsandbits:block_bit:0, Chiseled Bit - Block of Copper
chiselsandbits:block_bit:0, Chiseled Bit - Block of Tin
chiselsandbits:block_bit:0, Chiseled Bit - Block of Lead
chiselsandbits:block_bit:0, Chiseled Bit - Block of Silver
chiselsandbits:block_bit:0, Chiseled Bit - Block of Steel
chiselsandbits:block_bit:0, Chiseled Bit - Block of Bronze
chiselsandbits:block_bit:0, Chiseled Bit - Block of Nickel
chiselsandbits:block_bit:0, Chiseled Bit - Block of Invar
chiselsandbits:block_bit:0, Chiseled Bit - Block of Zinc
chiselsandbits:block_bit:0, Chiseled Bit - Block of Brass
chiselsandbits:block_bit:0, Chiseled Bit - Block of Concrete
chiselsandbits:block_bit:0, Chiseled Bit - Creosote Wood Block
chiselsandbits:block_bit:0, Chiseled Bit - Block of Coal Coke
chiselsandbits:block_bit:0, Chiseled Bit - Crushed Obsidian
chiselsandbits:block_bit:0, Chiseled Bit - Abyssal Stone
chiselsandbits:block_bit:0, Chiseled Bit - Quarried Stone
chiselsandbits:block_bit:0, Chiseled Bit - Abyssal Brick
chiselsandbits:block_bit:0, Chiseled Bit - Fitted Abyssal Stone
chiselsandbits:block_bit:0, Chiseled Bit - Abyssal Block
chiselsandbits:block_bit:0, Chiseled Bit - Ornate Abyssal Stone
chiselsandbits:block_bit:0, Chiseled Bit - Etched Abyssal Stone
chiselsandbits:block_bit:0, Chiseled Bit - Abyssal Cobblestone
chiselsandbits:block_bit:0, Chiseled Bit - Bleached Bone Brick
chiselsandbits:block_bit:0, Chiseled Bit - Fitted Bleached Bone Stone
chiselsandbits:block_bit:0, Chiseled Bit - Bleached Bone Block
chiselsandbits:block_bit:0, Chiseled Bit - Ornate Bleached Bone Stone
chiselsandbits:block_bit:0, Chiseled Bit - Etched Bleached Bone Stone
chiselsandbits:block_bit:0, Chiseled Bit - Bleached Bone Cobblestone
chiselsandbits:block_bit:0, Chiseled Bit - Blood Stained Brick
chiselsandbits:block_bit:0, Chiseled Bit - Fitted Blood Stained Stone
chiselsandbits:block_bit:0, Chiseled Bit - Blood Stained Block
chiselsandbits:block_bit:0, Chiseled Bit - Ornate Blood Stained Stone
chiselsandbits:block_bit:0, Chiseled Bit - Etched Blood Stained Stone
chiselsandbits:block_bit:0, Chiseled Bit - Blood Stained Cobblestone
chiselsandbits:block_bit:0, Chiseled Bit - Frost Bound Brick
chiselsandbits:block_bit:0, Chiseled Bit - Fitted Frost Bound Stone
chiselsandbits:block_bit:0, Chiseled Bit - Frost Bound Block
chiselsandbits:block_bit:0, Chiseled Bit - Ornate Frost Bound Stone
chiselsandbits:block_bit:0, Chiseled Bit - Etched Frost Bound Stone
chiselsandbits:block_bit:0, Chiseled Bit - Frost Bound Cobblestone
chiselsandbits:block_bit:0, Chiseled Bit - Infernal Brick
chiselsandbits:block_bit:0, Chiseled Bit - Fitted Infernal Stone
chiselsandbits:block_bit:0, Chiseled Bit - Infernal Block
chiselsandbits:block_bit:0, Chiseled Bit - Ornate Infernal Stone
chiselsandbits:block_bit:0, Chiseled Bit - Etched Infernal Stone
chiselsandbits:block_bit:0, Chiseled Bit - Infernal Cobblestone
chiselsandbits:block_bit:0, Chiseled Bit - Quarried Brick
chiselsandbits:block_bit:0, Chiseled Bit - Fitted Quarried Stone
chiselsandbits:block_bit:0, Chiseled Bit - Quarried Block
chiselsandbits:block_bit:0, Chiseled Bit - Ornate Quarried Stone
chiselsandbits:block_bit:0, Chiseled Bit - Etched Quarried Stone
chiselsandbits:block_bit:0, Chiseled Bit - Quarried Cobblestone
chiselsandbits:block_bit:0, Chiseled Bit - Sandy Brick
chiselsandbits:block_bit:0, Chiseled Bit - Fitted Sandy Stone
chiselsandbits:block_bit:0, Chiseled Bit - Sandy Block
chiselsandbits:block_bit:0, Chiseled Bit - Ornate Sandy Stone
chiselsandbits:block_bit:0, Chiseled Bit - Etched Sandy Stone
chiselsandbits:block_bit:0, Chiseled Bit - Sandy Cobblestone
chiselsandbits:block_bit:0, Chiseled Bit - Red Sandy Brick
chiselsandbits:block_bit:0, Chiseled Bit - Fitted Red Sandy Stone
chiselsandbits:block_bit:0, Chiseled Bit - Red Sandy Block
chiselsandbits:block_bit:0, Chiseled Bit - Ornate Red Sandy Stone
chiselsandbits:block_bit:0, Chiseled Bit - Etched Red Sandy Stone
chiselsandbits:block_bit:0, Chiseled Bit - Red Sandy Cobblestone
chiselsandbits:block_bit:0, Chiseled Bit - Nether Brick
chiselsandbits:block_bit:0, Chiseled Bit - Fitted Nether Stone
chiselsandbits:block_bit:0, Chiseled Bit - Nether Block
chiselsandbits:block_bit:0, Chiseled Bit - Ornate Nether Stone
chiselsandbits:block_bit:0, Chiseled Bit - Etched Nether Stone
chiselsandbits:block_bit:0, Chiseled Bit - Nether Cobblestone
chiselsandbits:block_bit:0, Chiseled Bit - Red Nether Brick
chiselsandbits:block_bit:0, Chiseled Bit - Fitted Red Nether Stone
chiselsandbits:block_bit:0, Chiseled Bit - Red Nether Block
chiselsandbits:block_bit:0, Chiseled Bit - Ornate Red Nether Stone
chiselsandbits:block_bit:0, Chiseled Bit - Etched Red Nether Stone
chiselsandbits:block_bit:0, Chiseled Bit - Red Nether Cobblestone
chiselsandbits:block_bit:0, Chiseled Bit - Andesite Brick
chiselsandbits:block_bit:0, Chiseled Bit - Fitted Andesite
chiselsandbits:block_bit:0, Chiseled Bit - Polished Andesite
chiselsandbits:block_bit:0, Chiseled Bit - Ornate Andesite
chiselsandbits:block_bit:0, Chiseled Bit - Etched Andesite
chiselsandbits:block_bit:0, Chiseled Bit - Andesite Cobblestone
chiselsandbits:block_bit:0, Chiseled Bit - Diorite Brick
chiselsandbits:block_bit:0, Chiseled Bit - Fitted Diorite
chiselsandbits:block_bit:0, Chiseled Bit - Polished Diorite
chiselsandbits:block_bit:0, Chiseled Bit - Ornate Diorite
chiselsandbits:block_bit:0, Chiseled Bit - Etched Diorite
chiselsandbits:block_bit:0, Chiseled Bit - Diorite Cobblestone
chiselsandbits:block_bit:0, Chiseled Bit - Granite Brick
chiselsandbits:block_bit:0, Chiseled Bit - Fitted Granite
chiselsandbits:block_bit:0, Chiseled Bit - Polished Granite
chiselsandbits:block_bit:0, Chiseled Bit - Ornate Granite
chiselsandbits:block_bit:0, Chiseled Bit - Etched Granite
chiselsandbits:block_bit:0, Chiseled Bit - Granite Cobblestone
chiselsandbits:block_bit:0, Chiseled Bit - Pearlized Brick
chiselsandbits:block_bit:0, Chiseled Bit - Fitted Pearlized Stone
chiselsandbits:block_bit:0, Chiseled Bit - Pearlized Block
chiselsandbits:block_bit:0, Chiseled Bit - Ornate Pearlized Stone
chiselsandbits:block_bit:0, Chiseled Bit - Etched Pearlized Stone
chiselsandbits:block_bit:0, Chiseled Bit - Pearlized Cobblestone
chiselsandbits:block_bit:0, Chiseled Bit - Copper Ore
chiselsandbits:block_bit:0, Chiseled Bit - Tin Ore
chiselsandbits:block_bit:0, Chiseled Bit - Lead Ore
chiselsandbits:block_bit:0, Chiseled Bit - Silver Ore
chiselsandbits:block_bit:0, Chiseled Bit - Nickel Ore
chiselsandbits:block_bit:0, Chiseled Bit - Zinc Ore
chiselsandbits:block_bit:0, Chiseled Bit - Poor Iron Ore
chiselsandbits:block_bit:0, Chiseled Bit - Poor Gold Ore
chiselsandbits:block_bit:0, Chiseled Bit - Poor Copper Ore
chiselsandbits:block_bit:0, Chiseled Bit - Poor Tin Ore
chiselsandbits:block_bit:0, Chiseled Bit - Poor Lead Ore
chiselsandbits:block_bit:0, Chiseled Bit - Poor Silver Ore
chiselsandbits:block_bit:0, Chiseled Bit - Poor Nickel Ore
chiselsandbits:block_bit:0, Chiseled Bit - Poor Zinc Ore
chiselsandbits:block_bit:0, Chiseled Bit - Firestone Ore
chiselsandbits:block_bit:0, Chiseled Bit - Machine Casing
chiselsandbits:block_bit:0, Chiseled Bit - Machine Frame
chiselsandbits:block_bit:0, Chiseled Bit - Machine Base
chiselsandbits:block_bit:0, Chiseled Bit - Dimensional Shard Ore
chiselsandbits:block_bit:0, Chiseled Bit - Dimensional Shard Ore
chiselsandbits:block_bit:0, Chiseled Bit - Dimensional Shard Ore
chiselsandbits:block_bit:0, Chiseled Bit - Dimensional Shard Ore
chiselsandbits:block_bit:0, Chiseled Bit - Destination Analyzer Down
chiselsandbits:block_bit:0, Chiseled Bit - Matter Booster Down
chiselsandbits:block_bit:0, Chiseled Bit - Runestone
chiselsandbits:block_bit:0, Chiseled Bit - Double Runestone Slab
chiselsandbits:block_bit:0, Chiseled Bit - Runestone Brick
chiselsandbits:block_bit:0, Chiseled Bit - Double Runestone Brick Slab
chiselsandbits:block_bit:0, Chiseled Bit - Runestone Tile
chiselsandbits:block_bit:0, Chiseled Bit - Double Runestone Tile Slab
chiselsandbits:block_bit:0, Chiseled Bit - Runestone Symbol
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Runestone Symbol
chiselsandbits:block_bit:0, Chiseled Bit - Wildwood Planks
chiselsandbits:block_bit:0, Chiseled Bit - Double Wildwood Slab
chiselsandbits:block_bit:0, Chiseled Bit - Wildwood Log Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Wildwood Symbol Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Wildwood Symbol Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Wildwood Bark
chiselsandbits:block_bit:0, Chiseled Bit - Wildwood Bark Symbol
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Wildwood Bark Symbol
chiselsandbits:block_bit:0, Chiseled Bit - tile.otherworldDirt.name
chiselsandbits:block_bit:0, Chiseled Bit - tile.glowSand.name
chiselsandbits:block_bit:0, Chiseled Bit - Portal to the void
chiselsandbits:block_bit:0, Chiseled Bit - Amber Bearing Stone
chiselsandbits:block_bit:0, Chiseled Bit - Cinnabar Ore
chiselsandbits:block_bit:0, Chiseled Bit - Quartz Ore
chiselsandbits:block_bit:0, Chiseled Bit - Arcane Stone
chiselsandbits:block_bit:0, Chiseled Bit - Arcane Stone Brick
chiselsandbits:block_bit:0, Chiseled Bit - Ancient Stone
chiselsandbits:block_bit:0, Chiseled Bit - Ancient Stone Tile
chiselsandbits:block_bit:0, Chiseled Bit - Glyphed Stone
chiselsandbits:block_bit:0, Chiseled Bit - Eldritch Stone
chiselsandbits:block_bit:0, Chiseled Bit - Porous Stone
chiselsandbits:block_bit:0, Chiseled Bit - Greatwood Log East/West
chiselsandbits:block_bit:0, Chiseled Bit - Silverwood Log East/West
chiselsandbits:block_bit:0, Chiseled Bit - Greatwood Planks
chiselsandbits:block_bit:0, Chiseled Bit - Silverwood Planks
chiselsandbits:block_bit:0, Chiseled Bit - Block of Flesh
chiselsandbits:block_bit:0, Chiseled Bit - Thaumium Block
chiselsandbits:block_bit:0, Chiseled Bit - Void Metal Block
chiselsandbits:block_bit:0, Chiseled Bit - Alchemical Construct
chiselsandbits:block_bit:0, Chiseled Bit - Advanced Alchemical Construct
chiselsandbits:block_bit:0, Chiseled Bit - Brass Block
chiselsandbits:block_bit:0, Chiseled Bit - Infusion Speed Stone
chiselsandbits:block_bit:0, Chiseled Bit - Infusion Cost Stone
chiselsandbits:block_bit:0, Chiseled Bit - Xtone Tile
chiselsandbits:block_bit:0, Chiseled Bit - Agon
chiselsandbits:block_bit:0, Chiseled Bit - Agon
chiselsandbits:block_bit:0, Chiseled Bit - Agon
chiselsandbits:block_bit:0, Chiseled Bit - Agon
chiselsandbits:block_bit:0, Chiseled Bit - Agon
chiselsandbits:block_bit:0, Chiseled Bit - Agon
chiselsandbits:block_bit:0, Chiseled Bit - Agon
chiselsandbits:block_bit:0, Chiseled Bit - Agon
chiselsandbits:block_bit:0, Chiseled Bit - Agon
chiselsandbits:block_bit:0, Chiseled Bit - Agon
chiselsandbits:block_bit:0, Chiseled Bit - Agon
chiselsandbits:block_bit:0, Chiseled Bit - Agon
chiselsandbits:block_bit:0, Chiseled Bit - Agon
chiselsandbits:block_bit:0, Chiseled Bit - Agon
chiselsandbits:block_bit:0, Chiseled Bit - Agon
chiselsandbits:block_bit:0, Chiseled Bit - Agon
chiselsandbits:block_bit:0, Chiseled Bit - Azur
chiselsandbits:block_bit:0, Chiseled Bit - Azur
chiselsandbits:block_bit:0, Chiseled Bit - Azur
chiselsandbits:block_bit:0, Chiseled Bit - Azur
chiselsandbits:block_bit:0, Chiseled Bit - Azur
chiselsandbits:block_bit:0, Chiseled Bit - Azur
chiselsandbits:block_bit:0, Chiseled Bit - Azur
chiselsandbits:block_bit:0, Chiseled Bit - Azur
chiselsandbits:block_bit:0, Chiseled Bit - Azur
chiselsandbits:block_bit:0, Chiseled Bit - Azur
chiselsandbits:block_bit:0, Chiseled Bit - Azur
chiselsandbits:block_bit:0, Chiseled Bit - Azur
